Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction
"Kilbeg Upper, Clonbur, Co. Galway, F12TF24",Price on Application,3,3,Detached,260,SI_666,53.549272,-9.387141,8218,clonbur-galway,Galway,Stunning Lake & Mountain views,NA
"1 Bárr Na Coille, Dingle, Co. Kerry, V92HH98",950000,4,4,Detached,N/A,C3,52.143024,-10.283594,13255,dingle-kerry,Kerry,,2000
"7 Leslie Avenue, Dalkey, Co. Dublin",725000,2,1,Detached,76,F,53.278364,-6.101821,21132,dalkey-dublin,Dublin,"- Moments from Dalkey Town, - Moments from Coliemore Harbour, - Charming period cottage, - West facing rear garden, - approx 5 minutes from Dalkey Dart Station",1890
"The Moorings, Bantry, Co Cork, P75XE97",1700000,5,3,Detached,230,D1,51.689708,-9.442931,7148,bantry-cork,Cork,,1979
"Ocean Villa, Dock Road, Dunmore East, Co. Waterford, X91ED34",795000,5,3,Detached,170,C3,52.147847,-6.993506,6691,dunmore-east-waterford,Waterford,,NA
"23 Dooroge Woods, Dooroge",1025000,4,4,Detached,294,A2,53.5173674,-6.2646052,7113,ballyboughal-dublin,Dublin,"Air to water Heat Pump, A2 BER Rating, Underfloor Heating Throughout, PV Solar Panels, 5G Broadband currently available, Heat Recovery system, High spec finish throughout, Landscaped Rear Garden, Off Street Parking to Front For Multiple Cars, Irrigation System and Outside Taps",2017
"90 Retreat Park, Athlone, Co. Westmeath, N37A278",360000,4,2,Semi-D,N/A,D1,53.422811,-7.917244,4353,athlone-westmeath,Westmeath,"Bright, well-proportioned accommodation which has been very well maintained, Wired for tv / phone intruder alarm installed, Double-glazed window and patio door, Wooden venetian blinds throughout, Ideal family or investment home, Front garden with tarmacked driveway, Services connected are mains water and sewerage, Vacant Property Refurbishment Grant, Superb location in a very well established residential area of Athlone. Within walking distance of the town centre, secondary schools, TUS Athlone Cam, Large mature gardens to the front and rear of the property. Side access with large sheds also to the rear of the property.",NA
"34 Glenview Park, Kilpedder, Co. Wicklow, A63K510",560000,4,1,Bungalow,131,C2,53.114448,-6.106978,4106,kilpedder-wicklow,Wicklow,,1978
"Apartment 24, Block A, Áras Na Cluaine, Dublin 22, D22ED74",245000,2,2,Apartment,63,C1,53.328028,-6.383456,4243,N/A,N/A,"Gated development, Second floor apartment, Lift access, Designated underground parking space, Walking distance of Clondalkin Village / Mill Shopping Centre, Host of local amenities, leisure & sporting facilities, Choice of local schools, Easy access to major road networks, Excellent rental potential, BER Details",NA
"Williamstown, Coole, Co. Westmeath",80000,0,0,Site,1,N/A,53.6813073,-7.3493212,3185,coole-westmeath,Westmeath,,NA
"Croughcroneen, Lixnaw, Co Kerry, V92XF65",549000,4,5,Detached,305,A3,52.420335,-9.599891,17109,lixnaw-kerry,Kerry,"Architecturally designed family home extending to 305 sq m / 3,282 sq ft., Large 1.80 acre landscaped site with decorative gravel driveway, electric gated entrance & mature white thorn hedging to boundary., A rated house with geothermal underfloor heating., 18 PV Panels installed in 2021 with back up battery significantly reducing the annual energy bills., EV charger installed., High level of finish throughout with custom made joinery, bespoke kitchen, sliding robes etc, Biocycle effluent system, mains water supply and Triple and Double glazed windows throughout., Zoned Alarm & Security Cameras installed., High Speed broadband available., Precast concrete slabs to first floors.",1935
"Birchwood, Garrettstown, Garrettstown, Co. Cork, P17PH29",695000,4,4,Detached,206,C1,51.655541,-8.59721,11259,garrettstown-cork,Cork,,2007
"Townparks, Ardee, Ardee, Co. Louth",Price on Application,0,0,Site,4.2,N/A,53.864917573483694,-6.574814343104265,3225,ardee-louth,Louth,"Excellent Opportunity for Self Build, Beautiful location, Subject to local needs , 4.2 Acres, Subject to Planning Permission, Landfill completed in 2008 with soil and stone ref 08/0124, Accessible to Belfast and Dublin via the M1",NA
"Ferndale, Maryborough Hill, Douglas, Co. Cork, T12F6CX",645000,4,4,Detached,162,C2,51.875869,-8.429736,11975,douglas-cork,Cork,,1986
"Davitt Street, Foxford, Co. Mayo, F26K312",105000,3,2,Terrace,66,F,53.979218,-9.11657,6942,foxford-mayo,Mayo,,1920
"Williamstown, Coole, Co. Westmeath",80000,2,0,Detached,N/A,SI_666,53.6813073,-7.3493212,9276,coole-westmeath,Westmeath,,NA
"Williamstown, Coole, Co. Westmeath",80000,2,1,Detached,N/A,SI_666,53.67744120623544,-7.344076164904266,6031,coole-westmeath,Westmeath,,NA
"Land`s End, Tullineasky East, Clonakilty, Co. Cork, P85E421",350000,3,3,Bungalow,93,D2,51.609711,-8.953148,7194,clonakilty-cork,Cork,"Picture perfect bungalow, 3-bedroom c 1615 Sqft complimented by enclosed garden & attached garage, Convenient location c. 3 miles from Clonakilty town and 1 mile from the Pike The Four Alls pub, Nearby beaches of Long Strand Ownahincha and the beautiful Castlefreke Woods",1978
"Clyde House, Waterford City Centre, X91KDP9",1200000,2,3,Detached,600,SI_666,52.261153,-7.108479,24164,N/A,N/A,"Iconic landmark Victorian building dating from c. 1860 adjacent to Waterford Viking Triangle, Completely refurbished from top to bottom to a high standard and decorated with exquisite taste throughout, Well-established optician practice on ground floor extending to c. 200 sq. meters , Luxurious duplex apartment overhead extending to c. 400 sq. meters, Restored hardwood sash double glazed windows, Electric heating & air conditioning, Hand crafted kitchen by master craftsman Andrew Ryan, Finished to an exceptionally high standard with no expense spared whilst still retaining the charm and character of the original property, Lift servicing ground, first and second floors,  GROUND FLOOR TENANT NOT AFFECTED",NA
"79 Eglinton Road Donnybrook Dublin 4, Donnybrook, Dublin 4, D04T3V5",2650000,6,4,Semi-D,310,E1,53.318711,-6.240444,10604,donnybrook-dublin,Dublin,"Imposing Victorian property extending to approx 310sq.m ( 3,337sq.ft), Elegant reception rooms throughout, Generous bedrooms, two of which are ensuite, Modern fitted kitchen, Garden level offering superb space that can be used as own door apartment or retained as part of the main house., Beautiful fireplaces, cornicing and period features throughout., Bay windows in main reception rooms., Excellent off street parking, Private well maintained gardens to the side and rear, Lovingly maintained throughout the years",1890
"1 THE SYCAMORES, CLAGGAN, Moville, Co. Donegal, F93V4FP",295000,4,2,Detached,190,C2,55.206956,-7.061356,3781,moville-donegal,Donegal,"Quality finishes, Convenient tree lined private cluster, 0.3 acre site, 4 bedroom house 2 050 sq ft, Just off Wild Atlantic Way, featured",2004
"21 Main Street, Enniscorthy, Co. Wexford, Y21K3C5",750000,5,3,Terrace,300,SI_666,52.502348,-6.570081,4596,enniscorthy-wexford,Wexford,"Live/work home in a prime town centre location, Distinguished property beautifully presented, Bright and modern kitchen/dining room extension, Full range of appliances included, Two stylish period reception rooms with original fireplaces, Protected structure with Tudor style facade, Delightful oriel window seating area, Private low maintenance back garden terrace, Original staircases plasterwork sash windows etc.., Well proportioned rooms with high ceilings",NA
"16 Earlsfort Avenue, Lucan, Co. Dublin, K78D773",375000,3,2,Semi-D,84,C2,53.342924,-6.415841,4835,lucan-dublin,Dublin,,1997
"8 Castle Glen, Donacarney, Co. Meath, A92X8X5",250000,3,3,Semi-D,87,C2,53.70947,-6.276899,21586,donacarney-meath,Meath,"Side - entrance, Great investment or family home, 3 bedrooms , Good condition ",NA
"6 Oliver Plunkett St, Bandon, Co. Cork, P72DC42",180000,2,3,Terrace,N/A,G,51.745465,-8.734256,4329,bandon-cork,Cork,,1900
"Castlejohn, Ahenny, Carrick-on-Suir, Co. Tipperary",110000,0,0,Site,1.8,N/A,52.436974248346445,-7.41109647315119,1988,carrick-on-suir-tipperary,Tipperary,"Large site of c. 1.8 acres.  , Selling subject to planning permission., Rural setting, Attractive views. , Level and well drained , Good road frontage,  4.5 kms Windgap village and 12 kms Carrick on Suir.",NA
"St. Iberius, Broadway, Broadway, Co. Wexford",70000,0,0,Site,1.03,N/A,52.2180616646169,-6.384386912265796,3665,broadway-wexford,Wexford,"Site for Sale 0.42 Ha(1.03 Acres), Located adjacent to Broadway Village, 3 mins drive from Ladys Island, Easy access to Numerous beaches which surround the area  , 10 mins from Rosslare Harbour",NA
"Development Opportunity, Spunkane, Waterville, Co. Kerry",Price on Application,0,0,Site,1.92,N/A,51.83417521181,-10.168692333107,2507,waterville-kerry,Kerry,Development Lands,NA
"Main Street, Ballineen, Co. Cork, P47C981",Price on Application,5,1,Semi-D,286,F,51.736081,-8.949358,3419,ballineen-cork,Cork,,NA
"Milltown, Newmills, Letterkenny, Co. Donegal, F92D2RA",Price on Application,5,5,Detached,347,B2,54.92879,-7.80316,6466,letterkenny-donegal,Donegal,"Decorative Coving on Ceiling, Underfloor Heating, Curtains & Blinds, Light Fittings (with exception of eirlooms) , Full Alarm System & Electric Gates, Surround Sound System, Car Port to Rear, CCTV Outside",2010
"Mullaghdoo, Killeshandra, Co. Cavan",Price on Application,0,0,Site,0.66,N/A,54.03195687,-7.56962533,1875,killeshandra-cavan,Cavan,,NA
"Maglin, Ballincollig, Co. Cork, P31NH01",850000,4,4,Detached,285,D2,51.878526,-8.590099,16132,ballincollig-cork,Cork,"Stunning 4 Bay, 4 Bedroom Detached period  property, Set on site of approx. 1 acre of  mature gardens gardens, Substantial double height stone built barn/stables, Approx. 285sq.m (3,068sq.ft.) of impressive living accommodation , Impressive versatile contemporary extension, Private mature and convenient location, Mains services, Septic tank, Gas fired central heating with under-floor heating in extension",1920
"Mountain View, Mountain View, Mallow, Co. Cork, P51E6V6",650000,4,4,Detached,442,B3,52.213134,-8.637075,5054,mallow-cork,Cork,"- Quintessential family home, - B3 Energy rating Â- Green mortgage compliant, - Area C.2.25 Acres, - 2 En-suite bedrooms, - Idyllic countryside location, - Oil fired central heating, - Private well and septic tank, - Double glazed PVC windows and doors, - Alarmed and CCTV system in place, - Entrance gates and gravel lined driveway",2009
"Derryhoyle, Craughwell, Craughwell, Co. Galway, H91A8RP",195000,4,2,Detached,N/A,SI_666,53.22034,-8.692663,9053,craughwell-galway,Galway,"Redevelopment Potential, SEAI Grants Available, Property Grants Available",NA
"Ballinadee, Bandon, Co. Cork",Price on Application,0,0,Site,3,N/A,51.69666115941128,-8.662161827087402,15955,bandon-cork,Cork,,NA
"Aughavogue, Killybegs, Killybegs, Co. Donegal, F94R5C0",100000,2,1,Detached,33,F,54.660408,-8.416911,15695,killybegs-donegal,Donegal,,NA
"Rathmiles, Killenard, Co. Laois",200000,0,0,Site,0.79,N/A,53.12872944535684,-7.158066432708154,3711,killenard-laois,Laois,"0.79 acres , less that 10 minutes to Junction 14 off the M7",NA
"DRIM, Malin, Co. Donegal",49950,0,0,Site,N/A,N/A,55.2949279,-7.2630825,1884,malin-donegal,Donegal,"Coastal views, Rural residential area, Section 47 applies, Close to Malin Head, On Wild Atlantic Way, featured",NA
"Treen, Parke, Park, Co. Mayo, F23XE81",95000,3,1,Detached,N/A,E1,53.935792,-9.186248,6897,park-mayo,Mayo,"Stunning location., Large site with stone built outbuilding to the rear., House in fair condition but needs renovation., A fisherman's dream location with Loughs Conn and Cullin a short distance away., Served by all amenities including schools, shops, sports and community organisations etc, Ballyvary 9 kms and Castlebar 14 Km., Vacant Property Refurbishment Grant recently announced may apply to this property., Ireland West Airport Knock just over 30 mins away.",NA
"The Stables, Oriel Court, Ballincollig, Co. Cork, P31W959",445000,3,2,Detached,135,G,51.888733,-8.601519,17218,ballincollig-cork,Cork,"Attractive stone cut frontage, Extraordinarily private setting, Feature high ceilings, Great potential , Convenient location, Mains services, Oil fired central heating",1870
"Rugged Glen, Inchintaggart, Glengarriff, Co. Cork, P75N603",495000,6,5,Detached,186,C1,51.737026,-9.562721,5817,glengarriff-cork,Cork,"Superbly Situated 6 Bed Residence on C1.5 Acres, Ideally Located on the Western Outskirts of Glengarriff Village, Spacious Tastefully Maintained Purpose Built Living Accommodation, Ideally Located Along The Wild Atlantic Way Tourist Route, Ideally Suited for Investment as a Guest House or Spacious Family Home.",1999
"Legnawley Glebe, Inver, Co. Donegal",40000,0,0,Site,0.5,N/A,54.66324080631708,-8.29725490126836,1963,inver-donegal,Donegal,,NA
"Newtownbracklagh, Kylebrack East, Loughrea, Co. Galway, H62P223",Price on Application,2,1,Detached,122,E1,53.134822,-8.43478,4088,loughrea-galway,Galway,"Detached house comes with 6.90 acres , Only seven miles from Loughrea town, House will qualify for the refurbishment grants, Septic tank & water well, Oil fired central heating with oprn fireplace in the sitting room",NA
"7 Moulden Bridge, Ratoath, Co. Meath, A85HA25",699000,6,3,Detached,171,C3,53.504707,-6.445999,8242,ratoath-meath,Meath,"Detached property in prime location adjacent to Ratoath and surrounded by wonderful amenities, Excellent selection of schools, shopping and town services, including regular bus service , Short drive to nearby Fairyhouse race course , M3 motorway only a short distance away, offering ease of access to M50, Airport and Dublin City, Property comes with planning for additional detached dwelling, plans available upon request, Superb property with downstairs bedroom, currently in use as garden apartment, comes with ensuite bedroom and open plan living and kitchen area, Internal area extends to c.171 sq.m (1840sq.ft) , Property built in 2002, BER Rating C3, Large site with marvellous potential to extend or build separate dwelling with full planning permission granted",2002
"Dromard, Clonmore, Templemore, Co. Tipperary, E41AV27",Price on Application,1,1,Detached,N/A,SI_666,52.838618,-7.736389,4531,templemore-tipperary,Tipperary,,NA
"Mount Temple, Russborough, Blessington, Co. Wicklow, W91FX93",1500000,5,3,Detached,319,B3,53.146067,-6.576706,16710,blessington-wicklow,Wicklow,"Architecturally renowned home on elevated site overlooking Russborough House, Panoramic views of the Blessington Lakes and the Wicklow Mountains, Completely private, Italianate gardens with formal lawns, raised bed and natural ponds, Garage with ESB, 2 Stables, Land all in one division and extending to c. 21.5 Acres",NA
"Apartment 66 , Newmarket Square, Christchurch, Dublin 8, D08E62X",335000,2,1,Apartment,N/A,E1,53.337292,-6.275748,7438,christchurch-dublin,Dublin,"Double glazed windows , Communal roof terrace and courtyard garden area , Thriving neighbourhood  ,  Electric Heating , Caretaker on site, Parking space , Management fee 4200 per annum",NA
"49 Lintown Avenue, Johnswell Road, Kilkenny, Co. Kilkenny, R95E0Y8",240000,3,3,Terrace,120,C3,52.660883,-7.236505,7249,kilkenny-kilkenny,Kilkenny,,NA
"The Hunting Lodge, Rocky Valley Drive, Kilmacanogue, Co. Wicklow, A98AK29",880000,4,2,Bungalow,221,C1,53.169706,-6.149713,7531,kilmacanogue-wicklow,Wicklow,"Features, Scenic location with views to the Sugarloaf., Bright well-proportioned accommodation., Lawned gardens of almost an acre., Four bedrooms, principal ensuite., Detached garage., Walking distance village amenities., Convenient to citybound buses and Bray Dart",1979
"Lavender Cottage, Corriga, Co. Leitrim, H12P8C4",75000,3,1,Bungalow,65,N/A,53.9487877,-7.7008407,20566,corriga-leitrim,Leitrim,,NA
"Alicia Lodge, Drumminwonagh, Westport, Co. Mayo, F28E521",495000,5,4,Detached,223,B3,53.822213,-9.489225,7270,westport-mayo,Mayo,"Detached five bedroom residence, Completed to a high standard throughout, Fibre Broadband, A new Grant high efficiency oil boiler fitted, Large garage to the side, Less than 5 minutes drive from Westport Town Centre",2006
"Watergate Place, Kanturk, Co. Cork",Price on Application,0,0,Site,0.1,N/A,52.176425301287,-8.9067548519845,2795,kanturk-cork,Cork,"Situated in Kanturk town centre , Adjoining Town centre car park ",NA
"Land at Bridgestown, Inniscarra, Inniscarra, Co. Cork",120000,0,0,Site,3.25,N/A,51.909916,-8.635519,10889,inniscarra-cork,Cork,,NA
"Shamrock Square Development, Shamrock Square, Carlow Town, Co. Carlow, R930000",1000000,1,1,Detached,N/A,SI_666,52.8359963,-6.9246074,6276,carlow-town-carlow,Carlow,,NA
"Regaile, Thurles, Co. Tipperary, E41Y998",155000,2,1,Detached,76,G,52.589965,-7.869446,9512,thurles-tipperary,Tipperary,,1900
